drug_id,target_id,label
1046,12315,1
1046,8061,1
1046,9119,1
1046,9498,1
1046,9127,1
1046,9961,1
1046,9058,1
1046,8518,1
1046,8726,1
1046,9302,1
1046,11288,1
1046,9120,1
1046,8689,1
1047,11920,1
1047,10252,1
1047,11240,1
1048,11019,1
1048,12560,1
1049,10006,1
1049,9912,1
1049,9636,1
1049,10924,1
1049,9655,1
1049,8726,1
1049,9058,1
1049,9499,1
1049,7886,1
1049,7887,1
1050,11131,1
1050,10496,1
1050,11040,1
1050,10915,1
1050,11122,1
1050,9028,1
1050,11056,1
1050,8122,1
1050,8061,1
1050,8726,1
1050,9499,1
1050,9655,1
1050,8516,1
1050,9119,1
1050,9057,1
1050,9058,1
1050,8518,1
1050,8475,1
1050,9498,1
1050,7903,1
1050,8689,1
1050,11954,1
1050,12623,1
1050,8131,1
1051,12172,1
1051,8561,1
1052,10946,1
1052,11037,1
1052,10928,1
1052,9127,1
1052,8726,1
1052,8689,1
1053,11065,1
1053,8717,1
1053,8122,1
1053,12338,1
1053,9070,1
1053,9071,1
1053,10075,1
1053,8726,1
1053,9057,1
1053,9058,1
1053,9127,1
1053,8516,1
1053,9961,1
1053,8475,1
1053,9499,1
1053,9655,1
1053,9119,1
1053,8689,1
1053,8131,1
1053,7886,1
1054,11164,1
1054,8258,1
1054,8259,1
1054,8485,1
1054,11063,1
1054,10522,1
1054,9281,1
1055,11055,1
1055,9307,1
1055,9127,1
1055,9961,1
1055,8353,1
1056,10013,1
1057,9557,1
1057,8561,1
1058,8229,1
1058,8804,1
1058,11426,1
1059,11055,1
1059,10294,1
1059,9127,1
1059,9057,1
1059,9961,1
1059,9960,1
1059,8353,1
1059,10252,1
1059,10260,1
1059,11363,1
1059,11240,1
1059,8114,1
1060,10091,1
1061,9895,1
1061,9412,1
1061,8726,1
1062,9053,1
1062,8061,1
1062,9120,1
1062,8518,1
1062,8726,1
1063,9040,1
1063,8726,1
1063,9961,1
1063,9127,1
1063,9058,1
1064,9491,1
1064,8726,1
1064,9961,1
1064,8475,1
1064,8516,1
1064,9127,1
1064,9058,1
1064,9057,1
1064,12492,1
1065,8433,1
1065,8726,1
1066,8187,1
1066,9220,1
1066,9961,1
1066,9058,1
1066,9127,1
1066,8518,1
1066,8726,1
1067,10075,1
1067,10956,1
1067,11028,1
1067,9737,1
1067,9057,1
1067,8726,1
1067,9600,1
1067,9127,1
1067,12292,1
1067,12623,1
1068,10096,1
1068,9405,1
1069,8694,1
1069,8726,1
1070,11225,1
1070,8685,1
1070,8561,1
1071,8717,1
1071,10004,1
1071,8129,1
1071,8652,1
1071,9307,1
1071,9362,1
1071,9375,1
1071,11065,1
1071,9436,1
1071,9672,1
1071,10007,1
1071,9423,1
1071,9407,1
1071,8746,1
1071,9354,1
1071,11263,1
1071,10295,1
1071,10290,1
1071,9127,1
1071,9058,1
1071,8516,1
1071,8726,1
1071,8475,1
1071,8518,1
1071,9600,1
1071,9559,1
1071,8689,1
1072,10217,1
1072,10216,1
1072,9108,1
1072,8516,1
1072,8726,1
1072,8689,1
1072,11363,1
1072,7886,1
1072,12173,1
1072,12006,1
1072,11692,1
1073,11954,1
1073,9966,1
1073,12055,1
1073,8061,1
1073,9127,1
1073,8726,1
1073,9498,1
1073,9057,1
1073,9141,1
1073,7903,1
1073,7904,1
1073,7905,1
1073,8126,1
1073,9966,1
1073,11954,1
1073,8131,1
1074,11920,1
1075,11591,1
1075,11715,1
1075,11605,1
1075,8823,1
1075,10252,1
1075,8093,1
1075,11363,1
1075,11240,1
1075,11874,1
1076,7739,1
1076,9542,1
1076,9291,1
1077,10006,1
1077,9665,1
1077,9636,1
1077,9912,1
1077,9770,1
1077,10155,1
1077,9777,1
1077,9097,1
1077,8685,1
1077,9481,1
1077,8686,1
1077,8745,1
1077,10004,1
1077,10007,1
1077,9672,1
1077,8743,1
1077,8746,1
1077,9407,1
1077,9423,1
1077,9241,1
1077,10390,1
1077,12195,1
1077,11065,1
1077,9058,1
1077,9961,1
1077,9127,1
1077,8516,1
1077,8726,1
1077,8350,1
1077,8689,1
1078,9062,1
1078,9566,1
1078,8520,1
1079,8259,1
1079,8258,1
1079,9583,1
1079,10203,1
1079,8645,1
1080,11304,1
1081,10006,1
1081,10924,1
1082,11920,1
1082,8251,1
1082,11712,1
1082,8822,1
1082,11370,1
1082,8955,1
1082,8353,1
1082,10252,1
1082,11240,1
1082,11363,1
1083,8685,1
1083,9097,1
1084,9770,1
1084,9777,1
1084,9912,1
1084,8743,1
1084,9636,1
1084,10924,1
1084,10007,1
1084,8746,1
1084,10004,1
1084,11065,1
1084,9499,1
1084,8726,1
1084,11140,1
1084,9058,1
1084,8689,1
1084,12292,1
1084,8114,1
1084,8131,1
1085,10971,1
1085,9254,1
1085,8822,1
1086,9636,1
1086,9912,1
1086,9770,1
1086,8652,1
1086,8717,1
1086,9378,1
1086,10006,1
1086,9097,1
1086,8685,1
1086,9481,1
1086,8686,1
1086,8745,1
1086,8743,1
1086,9777,1
1086,9241,1
1086,9058,1
1086,9961,1
1086,9960,1
1086,8516,1
1086,8726,1
1086,9119,1
1086,9498,1
1086,8518,1
1086,8350,1
1086,8689,1
1086,7887,1
1086,7886,1
1086,8073,1
1086,8093,1
1086,12173,1
1087,8726,1
1088,9053,1
1088,11288,1
1089,9267,1
1089,11227,1
1089,11164,1
1089,9127,1
1089,8726,1
1089,8518,1
1090,10217,1
1090,10216,1
1090,8516,1
1091,10924,1
1091,9636,1
1091,9939,1
1091,9498,1
1091,9058,1
1091,9119,1
1091,9057,1
1091,9127,1
1091,8518,1
1091,8726,1
1091,8350,1
1091,7886,1
1092,8187,1
1093,8485,1
1094,7841,1
1094,12291,1
1094,11063,1
1094,11879,1
1094,7996,1
1094,11070,1
1094,9614,1
1094,8681,1
1094,10296,1
1094,10317,1
1094,8403,1
1094,7912,1
1094,9842,1
1094,10822,1
1094,9267,1
1094,10564,1
1094,11556,1
1094,8518,1
1094,8726,1
1094,9119,1
1094,9498,1
1094,9127,1
1094,8353,1
1095,10196,1
1095,10200,1
1095,7886,1
1095,11363,1
1095,12614,1
1095,11874,1
1095,12318,1
1095,11963,1
1095,12447,1
1096,12603,1
1096,11879,1
1096,12172,1
1096,10254,1
1096,10924,1
1096,8561,1
1097,10004,1
1097,10007,1
1097,9672,1
1097,11065,1
1097,12185,1
1097,12315,1
1097,8689,1
1098,11712,1
1098,8945,1
1098,11591,1
1098,11715,1
1098,8823,1
1098,11605,1
1099,12076,1
1100,10217,1
1100,10216,1
1100,9108,1
1100,8516,1
1100,8093,1
1100,9966,1
1100,11363,1
1100,11954,1
1100,12173,1
1100,8131,1
1101,11150,1
1101,9499,1
1101,9655,1
1101,9961,1
1101,8726,1
1101,8516,1
1101,9058,1
1102,11288,1
1102,10402,1
1102,9499,1
1102,9655,1
1102,8726,1
1102,9058,1
1102,9498,1
1102,8475,1
1102,8518,1
1102,8689,1
1102,8114,1
1103,10290,1
1103,11265,1
1104,7864,1
1104,11294,1
1104,8529,1
1104,9652,1
1104,9740,1
1104,9780,1
1104,9915,1
1104,10097,1
1104,11113,1
1104,9820,1
1104,8475,1
1104,11265,1
1104,8726,1
1104,8353,1
1104,11954,1
1104,8689,1
1105,9636,1
1105,8726,1
1106,9514,1
1106,9737,1
1106,9514,1
1106,9737,1
1106,9961,1
1106,9058,1
1106,9127,1
1107,8873,1
1107,10887,1
1107,8489,1
1107,8216,1
1108,7898,1
1108,10988,1
1108,7996,1
1108,11879,1
1108,10006,1
1108,9636,1
1108,12603,1
1108,9498,1
1108,8726,1
1108,8518,1
1108,8516,1
1109,9267,1
1109,10214,1
1109,10048,1
1109,10165,1
1109,11074,1
1109,8061,1
1109,9961,1
1109,9127,1
1109,9498,1
1109,9057,1
1109,8726,1
1109,8516,1
1109,9119,1
1109,8518,1
1109,9499,1
1109,10953,1
1109,8475,1
1109,11265,1
1109,9960,1
1109,9655,1
1109,9193,1
1109,9559,1
1109,9359,1
1109,8689,1
1109,7903,1
1109,8131,1
1109,9966,1
1109,11963,1
1109,11954,1
1110,9912,1
1110,10924,1
1110,9636,1
1110,10004,1
1110,9097,1
1110,10006,1
1110,8726,1
1110,9961,1
1110,9058,1
1111,10006,1
1111,10376,1
1111,9127,1
1112,9108,1
1112,9127,1
1112,9058,1
1112,9966,1
1113,9863,1
1114,9108,1
1114,10676,1
1114,8643,1
1115,9166,1
1116,8061,1
1116,9498,1
1116,8726,1
1116,9499,1
1116,9961,1
1116,9127,1
1116,9057,1
1116,9119,1
1116,9960,1
1116,9600,1
1117,11155,1
1117,11065,1
1117,8717,1
1117,8652,1
1117,9058,1
1117,8726,1
1117,8516,1
1117,9057,1
1117,8689,1
1118,10008,1
1118,10142,1
1118,10143,1
1118,9337,1
1118,8394,1
1118,7797,1
1118,9598,1
1118,9057,1
1118,8726,1
1118,9559,1
1118,8353,1
1118,10260,1
1118,8689,1
1119,9241,1
1119,10011,1
1119,9499,1
1119,9655,1
1119,8726,1
1119,8516,1
1119,9498,1
1119,9057,1
1119,9058,1
1119,8689,1
1120,9040,1
1120,8394,1
1120,9349,1
1120,8433,1
1120,10748,1
1120,8450,1
1121,9241,1
1121,10011,1
1121,9539,1
1121,8743,1
1121,10155,1
1121,9770,1
1121,9768,1
1121,9407,1
1121,8746,1
1121,9423,1
1121,9540,1
1121,9531,1
1121,9769,1
1121,9777,1
1121,10004,1
1121,10007,1
1121,9672,1
1121,8726,1
1121,9058,1
1122,8485,1
1123,9614,1
1123,10164,1
1123,11056,1
1123,10822,1
1123,9842,1
1123,8403,1
1123,8353,1
1124,8871,1
1124,8726,1
1125,9912,1
1125,9777,1
1125,9058,1
1125,8516,1
1125,8518,1
1126,10008,1
1126,10142,1
1126,8726,1
1126,9058,1
1127,8717,1
1127,8652,1
1127,9058,1
1127,8689,1
1128,8259,1
1128,8258,1
1128,9583,1
1128,9992,1
1128,8645,1
1128,8726,1
1129,11155,1
1129,10014,1
1129,11065,1
1129,9058,1
1129,9127,1
1130,9087,1
1130,10740,1
1130,8394,1
1130,11940,1
1130,8726,1
1130,8689,1
1131,9166,1
1131,8700,1
1131,9263,1
1131,8796,1
1131,10259,1
1131,9058,1
1131,8353,1
1131,8689,1
1131,10252,1
1131,11363,1
1132,9267,1
1132,10280,1
1132,9980,1
1132,9911,1
1132,9863,1
1132,8726,1
1132,9057,1
1132,9127,1
1132,9600,1
1132,8518,1
1133,11225,1
1133,10254,1
1133,9557,1
1133,10048,1
1133,8561,1
1133,7887,1
1133,7886,1
1134,9241,1
1134,10011,1
1134,9768,1
1134,8746,1
1134,8743,1
1134,9423,1
1134,9407,1
1134,10155,1
1134,9539,1
1134,9770,1
1134,9769,1
1134,9777,1
1134,9540,1
1134,9531,1
1134,10004,1
1134,10007,1
1134,9672,1
1134,9983,1
1134,8726,1
1134,8689,1
1135,10831,1
1135,9127,1
1135,8726,1
1135,9057,1
1135,9058,1
1135,12221,1
1135,9961,1
1135,9498,1
1136,11616,1
1136,10903,1
1136,8726,1
1136,8689,1
1136,11954,1
1137,8717,1
1137,8652,1
1137,9058,1
1137,8689,1
1138,9108,1
1138,8518,1
1138,11265,1
1138,8726,1
1138,8689,1
1138,9966,1
1138,12492,1
1139,9267,1
1139,9416,1
1139,9911,1
1140,12176,1
1140,8726,1
1140,9058,1
1141,9532,1
1141,9658,1
1142,10217,1
1142,10216,1
1142,9108,1
1142,8516,1
1142,8093,1
1142,11954,1
1142,8689,1
1143,10008,1
1143,10143,1
1144,8652,1
1144,8717,1
1144,9058,1
1145,8871,1
1145,11065,1
1145,12623,1
1145,12292,1
1145,8726,1
1145,9499,1
1145,9961,1
1145,9655,1
1145,12614,1
1145,8689,1
1145,8131,1
1146,8823,1
1146,12318,1
1146,11363,1
1146,11874,1
1146,10252,1
1146,9281,1
1146,8353,1
1146,10252,1
1146,11240,1
1146,11363,1
1146,11874,1
1146,12318,1
1147,8633,1
1147,8180,1
1147,8181,1
1147,8421,1
1147,8518,1
1147,9119,1
1148,8652,1
1148,8717,1
1148,9058,1
1149,9267,1
1149,10280,1
1149,9980,1
1149,9911,1
1149,11825,1
1149,9416,1
1149,12098,1
1149,9415,1
1149,10281,1
1149,9778,1
1149,7852,1
1149,10730,1
1149,7816,1
1149,9638,1
1149,9779,1
1149,7748,1
1149,8726,1
1150,9895,1
1150,9412,1
1150,10445,1
1150,9499,1
1150,9655,1
1150,8726,1
1151,9120,1
1151,9120,1
1151,8516,1
1151,9127,1
1151,8726,1
1152,11065,1
1152,10270,1
1152,9058,1
1152,8726,1
1152,9499,1
1152,9057,1
1153,9535,1
1153,8726,1
1153,8533,1
1154,8895,1
1154,8061,1
1154,8726,1
1154,9961,1
1154,9057,1
1154,9058,1
1155,11879,1
1155,9674,1
1155,9241,1
1155,10142,1
1155,9636,1
1155,10143,1
1155,10008,1
1155,10254,1
1155,11512,1
1155,8561,1
1155,9816,1
1155,9127,1
1155,8726,1
1155,9498,1
1155,9600,1
1155,9057,1
1156,8433,1
1156,8726,1
1156,9499,1
1156,8131,1
1157,11150,1
1157,9864,1
1157,9024,1
1157,11943,1
1157,8516,1
1157,8518,1
1157,8726,1
1157,9961,1
1158,9770,1
1158,9241,1
1158,8743,1
1158,9769,1
1158,9768,1
1158,9781,1
1158,9777,1
1158,10254,1
1158,10390,1
1158,9983,1
1158,9531,1
1158,9540,1
1158,10011,1
1158,9539,1
1158,10006,1
1158,10004,1
1158,10007,1
1158,9672,1
1158,8746,1
1158,9407,1
1158,9423,1
1158,9097,1
1158,8685,1
1158,9481,1
1158,8686,1
1158,8745,1
1158,9499,1
1158,9655,1
1158,8726,1
1158,9961,1
1158,9058,1
1158,8689,1
1159,8268,1
1159,8233,1
1159,8513,1
1160,11225,1
1160,8685,1
1160,9481,1
1160,8561,1
1161,10008,1
1161,9879,1
1161,9939,1
1161,9499,1
1161,9655,1
1161,8726,1
1161,9120,1
1162,11155,1
1162,9058,1
1163,12200,1
1163,9046,1
1163,8061,1
1163,9753,1
1163,9087,1
1163,9059,1
1163,9499,1
1163,9655,1
1163,9057,1
1163,8726,1
1163,9120,1
1163,11265,1
1163,8131,1
1163,8689,1
1163,9966,1
1163,11491,1
1163,12292,1
1163,12492,1
1163,11954,1
1164,9097,1
1164,9481,1
1164,8685,1
1165,11574,1
1165,9655,1
1165,9499,1
1165,8726,1
1165,8500,1
1165,9057,1
1165,9058,1
1165,8350,1
1165,8353,1
1165,8689,1
1165,7887,1
1165,10260,1
1165,12492,1
1165,12623,1
1165,9966,1
1165,11954,1
1165,8114,1
1165,8131,1
1166,9241,1
1166,9097,1
1166,11121,1
1166,10254,1
1166,9557,1
1166,9058,1
1166,9302,1
1166,9430,1
1166,8495,1
1167,8433,1
1167,10443,1
1167,8430,1
1167,9996,1
1167,8061,1
1167,8726,1
1167,9499,1
1167,9655,1
1167,8500,1
1167,8495,1
1167,9120,1
1167,8475,1
1167,11265,1
1167,9119,1
1167,9498,1
1167,9961,1
1167,9057,1
1167,9058,1
1167,8518,1
1167,12221,1
1167,10953,1
1167,8131,1
1167,8689,1
1167,11954,1
1167,12492,1
1167,10260,1
1168,9531,1
1168,9540,1
1168,9241,1
1168,10011,1
1168,9539,1
1168,9494,1
1168,10252,1
1168,11892,1
1168,10914,1
1168,12438,1
1169,9267,1
1169,9614,1
1169,10164,1
1169,11056,1
1169,10822,1
1169,9842,1
1169,8403,1
1169,8518,1
1169,9119,1
1169,9498,1
1169,8726,1
1169,8353,1
1170,10006,1
1170,11363,1
1171,9770,1
1171,9241,1
1171,8743,1
1171,9769,1
1171,9768,1
1171,9781,1
1171,9777,1
1171,10254,1
1171,10390,1
1171,9983,1
1171,9531,1
1171,9540,1
1171,10011,1
1171,9539,1
1171,10006,1
1171,10004,1
1171,10007,1
1171,8746,1
1171,9407,1
1171,9423,1
1171,9097,1
1171,8685,1
1171,9481,1
1171,8686,1
1171,8745,1
1171,9499,1
1171,9655,1
1171,9058,1
1171,8726,1
1172,9241,1
1172,9531,1
1172,10011,1
1172,9770,1
1172,10155,1
1172,9777,1
1172,10006,1
1172,9097,1
1172,8685,1
1172,9481,1
1172,8686,1
1172,8745,1
1172,8689,1
1173,12184,1
1173,10200,1
1173,11260,1
1174,11028,1
1174,9057,1
1174,8516,1
1174,9961,1
1174,9127,1
1174,9559,1
1174,8726,1
1174,10015,1
1174,12623,1
1175,9912,1
1175,9770,1
1175,10155,1
1175,9777,1
1175,9636,1
1175,8760,1
1175,9058,1
1175,9961,1
1175,8516,1
1175,8726,1
1175,8353,1
1175,8689,1
1176,7815,1
1176,8122,1
1176,12338,1
1176,8485,1
1176,10438,1
1176,10664,1
1176,9028,1
1176,10906,1
1176,10509,1
1176,11065,1
1176,9058,1
1176,8726,1
1176,8689,1
1177,11225,1
1177,9557,1
1177,10214,1
1177,9395,1
1177,8561,1
1178,10006,1
1178,8726,1
1179,9514,1
1179,9737,1
1180,12200,1
1180,9046,1
1180,9087,1
1180,9753,1
1180,9059,1
1180,8061,1
1180,8726,1
1180,9499,1
1180,9655,1
1180,11265,1
1180,8689,1
1180,11491,1
1180,12292,1
1180,12614,1
1180,12492,1
1180,11954,1
1180,9966,1
1181,10422,1
1181,8297,1
1182,11055,1
1182,11227,1
1182,9127,1
1183,11055,1
1183,10075,1
1183,10015,1
1183,9359,1
1184,10004,1
1184,8726,1
1184,8689,1
1185,8212,1
1185,9171,1
1185,9801,1
1185,8559,1
1185,8674,1
1185,9063,1
1185,8781,1
1185,10435,1
1185,10181,1
1185,8560,1
1185,10999,1
1185,11936,1
1185,9101,1
1185,10148,1
1185,10510,1
1185,10511,1
1185,8786,1
1185,10182,1
1185,9088,1
1185,8675,1
1185,12347,1
1185,11248,1
1185,11000,1
1185,8726,1
1185,8475,1
1185,8516,1
1185,11265,1
1185,9499,1
1185,9907,1
1185,8689,1
1185,12492,1
1186,12050,1
1186,9058,1
1186,10252,1
1187,12102,1
1187,8726,1
1188,8274,1
1189,8215,1
1189,8467,1
1189,8726,1
1189,9499,1
1189,9057,1
1189,9961,1
1189,8689,1
1189,10962,1
1190,8433,1
1190,8726,1
1191,9742,1
1191,8726,1
1191,9057,1
1191,8689,1
1191,11874,1
1192,9703,1
1192,9749,1
1193,9053,1
1193,8726,1
1193,8689,1
1194,11574,1
1194,8726,1
1194,12623,1
1194,8689,1
1195,10984,1
1196,9770,1
1196,9241,1
1196,10006,1
1196,10004,1
1196,10007,1
1196,9539,1
1196,9768,1
1196,10011,1
1196,9777,1
1196,8746,1
1196,9407,1
1196,9423,1
1196,8743,1
1196,9531,1
1196,9983,1
1196,8726,1
1196,9058,1
1196,9499,1
1196,8689,1
1197,8781,1
1197,9403,1
1197,9063,1
1197,10038,1
1197,10035,1
1197,10054,1
1197,8635,1
1197,9339,1
1197,9499,1
1197,9655,1
1197,8726,1
1197,7904,1
1197,8689,1
1197,11954,1
1197,12492,1
1198,8215,1
1199,9307,1
1200,8010,1
1201,9490,1
1202,10214,1
1202,10048,1
1202,9939,1
1202,11226,1
1202,9395,1
1202,7886,1
1203,8652,1
1203,9058,1
1203,9961,1
1203,9119,1
1203,9127,1
1204,11289,1
1204,9204,1
1204,8726,1
1205,10204,1
1205,8353,1
1206,8680,1
1206,9402,1
1206,8558,1
1206,9128,1
1206,9402,1
1206,10031,1
1207,9882,1
1207,8022,1
1207,8023,1
1207,8024,1
1208,8010,1
1209,8792,1
1209,8252,1
1209,9749,1
1209,11290,1
1210,9970,1
1210,10160,1
1211,9866,1
1212,10005,1
1212,9600,1
1212,9127,1
1212,9961,1
1212,8008,1
1212,8516,1
1213,10918,1
1214,10918,1
1214,8600,1
1214,9710,1
1214,7909,1
1214,11032,1
1214,8726,1
1215,8652,1
1215,8717,1
1215,9222,1
1216,11227,1
1216,9127,1
1217,8652,1
1217,8717,1
1218,8353,1
1218,8360,1
1219,8717,1
1219,8652,1
1219,10004,1
1219,9058,1
1220,9263,1
1220,10900,1
1220,8292,1
1220,8297,1
1220,9969,1
1220,9961,1
1220,8518,1
1221,8717,1
1221,9058,1
1222,8933,1
1223,11304,1
1223,9220,1
1224,8879,1
1225,11150,1
1225,9752,1
1225,9799,1
1225,9864,1
1225,11943,1
1225,8516,1
1225,12614,1
1226,8558,1
1226,8680,1
1227,8558,1
1227,8680,1
1227,8353,1
1228,8558,1
1228,8680,1
1229,11574,1
1229,8726,1
1230,11155,1
1230,9127,1
1230,9961,1
1230,8726,1
1230,9498,1
1230,8516,1
1230,9434,1
1230,8008,1
1230,9058,1
1230,8353,1
1230,8533,1
1231,10226,1
1231,8726,1
1232,8726,1
1232,9058,1
1232,9961,1
1232,8689,1
1233,10522,1
1234,8258,1
1234,8259,1
1234,11118,1
1234,10521,1
1234,10522,1
1235,11568,1
1235,11363,1
1235,11874,1
1235,12318,1
1235,12614,1
1236,8366,1
1236,8367,1
1236,10715,1
1236,8945,1
1236,8946,1
1236,9735,1
1236,10133,1
1236,10576,1
1236,10422,1
1236,8353,1
1236,7904,1
1236,11363,1
1236,11874,1
1236,12318,1
1237,8366,1
1237,8946,1
1237,8367,1
1237,9644,1
1237,8945,1
1237,8353,1
1238,8946,1
1238,8367,1
1238,8945,1
1238,11023,1
1238,12553,1
1238,8710,1
1238,8366,1
1238,8954,1
1238,9644,1
1238,8353,1
1238,11363,1
1238,11874,1
1238,12318,1
1238,12614,1
1239,11591,1
1239,8353,1
1240,8710,1
1240,8954,1
1240,8976,1
1240,9644,1
1240,8366,1
1240,8367,1
1240,8946,1
1240,11591,1
1240,11605,1
1240,11712,1
1240,11715,1
1240,8823,1
1240,8250,1
1241,11387,1
1241,8366,1
1241,8367,1
1241,8946,1
1241,10252,1
1241,11363,1
1241,11874,1
1242,8366,1
1242,8726,1
1242,8093,1
1242,10252,1
1242,11240,1
1242,11363,1
1242,12006,1
1243,11225,1
1243,8685,1
1244,11225,1
1244,8685,1
1244,9481,1
1244,8561,1
1244,7887,1
1244,7886,1
1245,11225,1
1245,8685,1
1245,9481,1
1245,8561,1
1246,11225,1
1246,8689,1
1247,9166,1
1247,8689,1
1247,10252,1
1247,11240,1
1248,9267,1
1249,9865,1
1250,8485,1
1251,9267,1
1251,10280,1
1251,11155,1
1251,7793,1
1251,10165,1
1252,9865,1
1253,9166,1
1253,10252,1
1253,11240,1
1254,9865,1
1254,10382,1
1254,8726,1
1255,9267,1
1255,10280,1
1255,9980,1
1255,10307,1
1255,9911,1
1255,11241,1
1255,10214,1
1255,10048,1
1255,10165,1
1255,11074,1
1255,9119,1
1256,9267,1
1256,10280,1
1256,9980,1
1256,10307,1
1256,9911,1
1256,11241,1
1256,10214,1
1256,10048,1
1256,10165,1
1256,11074,1
1256,8726,1
1257,9267,1
1257,10280,1
1257,9980,1
1257,10307,1
1257,9911,1
1257,11241,1
1257,10214,1
1257,10048,1
1257,10165,1
1257,11074,1
1258,9267,1
1258,10280,1
1258,9980,1
1258,10307,1
1258,9911,1
1258,11241,1
1258,10214,1
1258,10048,1
1258,10165,1
1258,11074,1
1259,9267,1
1259,10280,1
1259,9980,1
1259,10307,1
1259,9911,1
1259,11241,1
1259,10214,1
1259,10048,1
1259,10165,1
1259,11074,1
1259,9961,1
1259,9127,1
1259,9600,1
1259,8518,1
1259,8726,1
1260,10374,1
1260,9798,1
1260,7846,1
1260,10166,1
1261,8394,1
1261,9127,1
1261,8726,1
1261,9057,1
1262,8717,1
1262,8652,1
1262,8743,1
1262,9769,1
1262,9058,1
1262,8350,1
1263,10924,1
1263,9636,1
1263,8746,1
1263,9407,1
1263,9423,1
1263,9514,1
1263,9737,1
1263,8717,1
1263,8652,1
1263,9222,1
1263,9912,1
1263,10994,1
1263,10493,1
1264,9636,1
1264,10004,1
1264,10994,1
1264,9557,1
1264,8561,1
1265,8652,1
1266,9737,1
1266,9046,1
1266,8516,1
1267,8871,1
1267,10592,1
1267,8726,1
1268,8360,1
1268,8485,1
1268,8603,1
1268,8491,1
1268,8353,1
1269,11131,1
1269,10822,1
1269,8329,1
1269,10664,1
1269,10907,1
1269,8448,1
1269,9497,1
1269,10363,1
1269,9028,1
1269,9456,1
1269,12076,1
1269,8521,1
1269,8501,1
1269,8579,1
1269,9793,1
1269,8199,1
1269,9160,1
1269,8709,1
1269,11871,1
1269,8055,1
1270,10664,1
1270,9533,1
1270,10247,1
1270,12568,1
1271,8485,1
1272,8433,1
1272,8726,1
1273,9636,1
1273,9246,1
1273,9614,1
1273,9267,1
1273,10281,1
1273,9416,1
1273,9127,1
1274,10294,1
1274,11055,1
1275,8433,1
1275,8726,1
1275,8690,1
1276,7962,1
1276,8122,1
1276,11131,1
1276,10915,1
1276,8019,1
1276,12365,1
1276,11122,1
1276,10939,1
1276,11040,1
1276,10495,1
1276,7805,1
1276,8726,1
1276,8516,1
1276,9058,1
1276,9499,1
1276,9655,1
1276,9302,1
1276,9430,1
1276,8475,1
1276,8689,1
1277,12629,1
1277,12626,1
1277,11313,1
1277,12133,1
1277,11549,1
1278,8746,1
1278,9407,1
1278,9423,1
1278,8743,1
1278,9769,1
1278,9768,1
1278,9241,1
1278,10011,1
1278,9770,1
1278,9777,1
1278,10155,1
1278,9058,1
1278,8726,1
1279,11028,1
1279,10956,1
1279,10075,1
1279,8061,1
1279,9455,1
1279,9784,1
1279,10310,1
1279,8475,1
1279,9057,1
1279,8726,1
1279,12623,1
1280,12200,1
1280,8643,1
1280,8726,1
1280,9498,1
1280,9057,1
1280,8518,1
1280,9519,1
1280,8073,1
1280,8689,1
1280,9966,1
1281,8567,1
1281,8694,1
1281,9040,1
1281,10005,1
1281,8561,1
1281,8726,1
1282,8485,1
1282,8726,1
1282,8500,1
1282,8353,1
1282,10260,1
1282,11561,1
1282,8689,1
1283,10005,1
1283,9600,1
1283,8353,1
1284,10005,1
1284,9600,1
1285,9557,1
1285,8561,1
1286,9600,1
1286,10005,1
1287,9241,1
1287,9531,1
1287,9540,1
1287,10011,1
1287,9539,1
1287,9770,1
1287,9777,1
1287,10006,1
1287,9097,1
1287,8685,1
1287,9481,1
1287,8686,1
1287,8745,1
1287,10004,1
1287,10007,1
1287,9672,1
1287,8746,1
1287,9407,1
1287,9423,1
1287,9058,1
1287,8518,1
1288,8524,1
1288,10005,1
1288,10032,1
1289,10216,1
1289,10217,1
1289,8516,1
1290,8394,1
1290,9040,1
1290,8567,1
1290,9881,1
1290,12035,1
1290,9187,1
1290,9120,1
1290,8726,1
1290,8450,1
1291,8652,1
1291,8717,1
1291,9222,1
1291,8284,1
1291,8292,1
1291,8475,1
1292,8652,1
1292,8561,1
1293,9481,1
1293,9097,1
1293,8685,1
1293,8686,1
1293,8745,1
1293,9058,1
1293,8726,1
1293,8093,1
1293,12173,1
1294,8433,1
1294,8726,1
1294,9058,1
1294,9598,1
1294,8690,1
1295,12566,1
1295,8292,1
1295,8503,1
1295,9162,1
1295,9461,1
1295,10949,1
1295,8726,1
1295,9127,1
1295,11954,1
1296,9864,1
1296,9799,1
1296,11019,1
1296,8516,1
1296,8518,1
1297,8945,1
1297,8946,1
1297,11370,1
1297,12552,1
1297,8093,1
1297,10252,1
1297,11240,1
1298,8366,1
1298,8367,1
1298,11363,1
1298,11874,1
1299,8946,1
1299,8366,1
1299,8367,1
1299,8945,1
1299,10252,1
1299,11240,1
1299,11363,1
1299,11874,1
1300,8946,1
1301,12108,1
1301,9127,1
1301,8516,1
1301,9961,1
1301,8726,1
1301,8353,1
1301,8350,1
1302,9600,1
1302,10005,1
1303,9040,1
1303,9542,1
1303,9559,1
1303,8726,1
1303,8450,1
1303,8353,1
1303,8689,1
1304,11467,1
1305,10394,1
1306,9961,1
1306,8516,1
1306,9057,1
1306,9127,1
1306,9058,1
1306,8726,1
1306,9960,1
1306,8495,1
1306,11363,1
1307,9241,1
1308,11155,1
